name,property_type,room_type,bedrooms,beds,bed_type,bathrooms,minimum_nights,maximum_nights,cancellation_policy,price,security_deposit,cleaning_fee,extra_people,guests_included,street,sub_urban,government_area,country_code,market,latitude,longitude,host_id,host_name,host_location,host_neighbourhood,host_identity_verified,host_is_superhost,host_response_rate,avilability_30,avilability_60,avilability_90,avilability_365,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating,total_reviews
Deluxe Loft Suite,Apartment,Entire home/apt,0.0,2,Real Bed,1.0,3,1125,strict_14_with_grace_period,205.0,0.0,0.0,0,1,"Brooklyn, NY, United States",Greenpoint,Greenpoint,US,New York,40.72778,-73.94472,47554473,Mae,US,Greenpoint,no,no,100.0,30,31,31,243,9,10,10,8,9,9,88,3241
Ligne verte - à 15 min de métro du centre ville.,Apartment,Entire home/apt,0.0,1,Real Bed,1.0,2,1125,moderate,43.0,0.0,0.0,12,1,"Montréal, Québec, Canada",Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,CA,Montreal,45.54548,-73.54949,7140229,Caro,"Montreal, Quebec, Canada",-,no,no,100.0,0,0,0,32,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Soho Cozy, Spacious and Convenient",Apartment,Entire home/apt,1.0,2,Real Bed,1.0,4,20,flexible,699.0,0.0,0.0,0,1,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,HK,Hong Kong,22.28158,114.15027,51624384,Giovanni,"Hong Kong, Hong Kong",Soho,no,no,0.0,0,0,0,0,10,10,10,10,10,8,100,800
3 chambres au coeur du Plateau,Apartment,Entire home/apt,3.0,3,Real Bed,1.0,1,1125,flexible,140.0,0.0,0.0,0,1,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,CA,Montreal,45.52233,-73.57383,9036477,Margaux,"Montreal, Quebec, Canada",Le Plateau,no,no,0.0,0,0,0,0,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Ótimo Apto proximo Parque Olimpico,Apartment,Entire home/apt,2.0,2,Real Bed,2.0,15,20,strict_14_with_grace_period,858.0,4476.0,112.0,75,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Recreio dos Bandeirantes,BR,Rio De Janeiro,-23.00035792660916,-43.4311123147628,51670240,Jonathan,"Resende, Rio de Janeiro, Brazil",-,no,no,0.0,0,0,0,0,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Double Room en-suite (307),Apartment,Private room,1.0,1,Real Bed,1.0,1,1125,strict_14_with_grace_period,361.0,0.0,0.0,130,2,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,HK,Hong Kong,22.30469,114.17158,51289938,Ken,Hong Kong,Jordan,no,no,90.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Nice room in Barcelona Center,Apartment,Private room,1.0,2,Real Bed,1.0,1,9,flexible,50.0,100.0,10.0,0,1,"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,ES,Barcelona,41.40082,2.16942,30393403,Anna,"Barcelona, Catalonia, Spain",Dreta de l'Eixample,no,no,0.0,0,0,0,0,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Be Happy in Porto,Loft,Entire home/apt,1.0,1,Real Bed,1.0,2,1125,moderate,30.0,0.0,10.0,0,1,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.15225,-8.61123,27518920,Fábio,"São Félix da Marinha, Porto, Portugal",-,yes,yes,90.0,16,40,67,335,10,10,10,10,10,10,97,76935
City center private room with bed,Guesthouse,Private room,1.0,1,Futon,1.0,1,500,strict_14_with_grace_period,181.0,0.0,50.0,100,1,"Hong Kong , 九龍, Hong Kong",Sham Shui Po District,Sham Shui Po,HK,Hong Kong,22.3314,114.1669,51744313,Yi,United States,Shek Kip Mei,yes,no,100.0,14,24,40,220,10,8,10,10,10,10,92,29543
Surry Hills Studio - Your Perfect Base in Sydney,Apartment,Entire home/apt,0.0,1,Real Bed,1.0,10,21,strict_14_with_grace_period,181.0,300.0,50.0,0,1,"Surry Hills, NSW, Australia",Darlinghurst,Sydney,AU,Sydney,-33.88029,151.21554,13764143,Ben,"New South Wales, Australia",Surry Hills,yes,no,0.0,0,0,0,0,10,9,10,10,10,9,95,27200
Cozy house at Beyoğlu,Apartment,Private room,1.0,1,Pull-out Sofa,1.0,2,1125,flexible,58.0,0.0,0.0,60,1,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,TR,Istanbul,41.03777,28.95825,21331922,Ali,İstanbul,Taksim,yes,yes,100.0,3,19,37,37,10,9,10,10,9,10,99,10794
Easy 1 Bedroom in Chelsea,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,2,1125,flexible,145.0,0.0,60.0,0,1,"New York, NY, United States",Manhattan,Chelsea,US,New York,40.74577,-74.00074,34607505,Scott,"New York, New York, United States",Chelsea,yes,no,0.0,0,0,0,0,10,10,10,10,10,10,100,294
Sydney Hyde Park City Apartment (checkin from 6am),Apartment,Entire home/apt,1.0,1,Real Bed,1.0,2,30,moderate,185.0,800.0,120.0,0,1,"Darlinghurst, NSW, Australia",Darlinghurst,Sydney,AU,Sydney,-33.87603,151.21346,16187044,Desireé,Australia,Darlinghurst,yes,yes,100.0,5,16,35,265,10,10,10,10,10,10,100,51578
THE Place to See Sydney's FIREWORKS,House,Entire home/apt,1.0,1,Real Bed,2.5,2,1125,moderate,250.0,400.0,150.0,0,1,"Rozelle, NSW, Australia",Lilyfield/Rozelle,Leichhardt,AU,Sydney,-33.86296,151.17956,6517277,Kristin,"Sydney, New South Wales, Australia",Lilyfield/Rozelle,no,no,0.0,0,0,0,0,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Downtown Oporto Inn (room cleaning),Hostel,Private room,1.0,1,Real Bed,1.0,1,1125,moderate,40.0,0.0,50.0,25,2,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.1543,-8.60867,2649859,Elisabete,"Porto, Porto, Portugal",-,yes,no,0.0,30,60,87,359,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
GOLF ROYAL RESİDENCE TAXİM(1+1):3,Serviced apartment,Entire home/apt,2.0,4,Real Bed,1.0,1,1125,strict_14_with_grace_period,838.0,0.0,0.0,0,1,"Şişli, İstanbul, Turkey",Şişli,Sisli,TR,Istanbul,41.04841,28.98713,51471538,Ahmet,"Istanbul, İstanbul, Turkey",Şişli,no,no,100.0,30,60,90,365,7,7,8,8,10,7,67,2009
GOLF ROYAL RESIDENCE SUİTES(2+1)-2,Serviced apartment,Entire home/apt,2.0,5,Real Bed,2.0,1,1125,moderate,997.0,0.0,0.0,0,1,"Şişli, İstanbul, Turkey",Şişli,Sisli,TR,Istanbul,41.04772,28.98818,51471538,Ahmet,"Istanbul, İstanbul, Turkey",Şişli,no,no,100.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Apartamento zona sul do RJ,Apartment,Entire home/apt,3.0,3,Real Bed,1.5,1,1125,flexible,933.0,0.0,0.0,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Laranjeiras,Laranjeiras,BR,Rio De Janeiro,-22.930541460367934,-43.1825954762751,51915770,Luiz Rodrigo,"Rio de Janeiro, State of Rio de Janeiro, Brazil",-,no,no,0.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
A Casa Alegre é um apartamento T1.,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,7,180,moderate,40.0,250.0,15.0,0,2,"Vila do Conde, Porto, Portugal",,Vila do Conde,PT,Porto,41.3596,-8.75383,51920973,Manuela,"Porto, Porto District, Portugal",-,yes,no,100.0,0,0,0,46,10,10,10,10,9,10,96,4810
The LES Apartment,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,3,1125,flexible,150.0,200.0,0.0,0,1,"New York, NY, United States",Manhattan,Lower East Side,US,New York,40.72063,-73.98944,33231070,Mert,"New York, New York, United States",-,yes,no,0.0,0,0,0,0,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
2 bedroom Upper east side,Apartment,Entire home/apt,2.0,2,Real Bed,1.0,2,7,strict_14_with_grace_period,275.0,0.0,35.0,0,1,"New York, NY, United States",Upper East Side,Upper East Side,US,New York,40.7664,-73.95854,52004369,Chelsea,"Sea Cliff, New York, United States",-,yes,no,0.0,0,0,0,0,9,8,10,9,9,9,90,4774
Double and triple rooms Blue mosque,Bed and breakfast,Private room,1.0,2,Real Bed,1.0,1,1125,moderate,121.0,0.0,0.0,0,1,"Fatih , İstanbul, Turkey",Fatih,Fatih,TR,Istanbul,41.0062,28.98009,52004703,Mehmet Emin,"Istanbul, İstanbul, Turkey",-,yes,no,100.0,30,60,90,365,9,9,10,10,10,9,92,11065
Room Close to LGA and 35 mins to Times Square,Apartment,Private room,1.0,1,Real Bed,1.0,2,1125,strict_14_with_grace_period,46.0,0.0,15.0,10,1,"Queens, NY, United States",Queens,Jackson Heights,US,New York,40.74953,-73.88025,52031360,Cheer,"New York, New York, United States",Jackson Heights,yes,yes,100.0,30,60,90,365,10,10,10,10,9,10,99,47157
A bedroom far away from home,Apartment,Private room,1.0,1,Real Bed,1.0,1,10,strict_14_with_grace_period,45.0,0.0,0.0,10,1,"Queens, NY, United States",Queens,Briarwood,US,New York,40.71485,-73.82257,1017772,Lane,US,Jamaica,yes,yes,100.0,20,29,29,34,10,10,10,10,9,10,95,81529
"Big, Bright & Convenient Sheung Wan",Apartment,Entire home/apt,0.0,1,Real Bed,1.0,2,1125,moderate,966.0,0.0,118.0,0,1,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,HK,Hong Kong,22.28422,114.15007,11435086,Regg,Hong Kong,Sheung Wan,yes,no,0.0,0,0,0,0,10,10,10,10,10,10,100,301
Large railroad style 3 bedroom apt in Manhattan!,Apartment,Entire home/apt,3.0,4,Real Bed,1.0,3,6,strict_14_with_grace_period,180.0,199.0,59.0,19,4,"New York, NY, United States",Manhattan,East Harlem,US,New York,40.79805,-73.93943,35215309,Vick,"New York, New York, United States",East Harlem,yes,no,0.0,0,0,0,0,10,9,10,10,9,9,95,8792
Resort-like living in Williamsburg,Apartment,Entire home/apt,2.0,2,Real Bed,1.0,5,1125,strict_14_with_grace_period,220.0,0.0,25.0,0,1,"Brooklyn, NY, United States",Williamsburg,Williamsburg,US,New York,40.71552,-73.93869,14461742,Mohammed,"Paris, Île-de-France, France",Williamsburg,yes,no,0.0,0,0,0,0,10,8,10,10,10,10,100,254
Private Room (2)  in Guest House at Coogee Beach,House,Private room,1.0,2,Real Bed,3.5,3,365,strict_14_with_grace_period,64.0,0.0,30.0,0,1,"Coogee, NSW, Australia",Coogee,Randwick,AU,Sydney,-33.92398,151.25541,5595776,David,"Sydney, New South Wales, Australia",Coogee,yes,no,100.0,0,0,19,20,10,10,10,10,10,9,100,4947
Apto semi mobiliado,Apartment,Entire home/apt,2.0,2,Real Bed,1.0,1,1125,flexible,380.0,0.0,0.0,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Vila Isabel,Vila Isabel,BR,Rio De Janeiro,-22.915009354482486,-43.24277868091869,52299431,Ricardo,BR,-,no,no,0.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Roof double bed private room,Loft,Private room,1.0,2,Real Bed,1.0,1,1125,flexible,185.0,0.0,0.0,0,1,"Istanbul, İstanbul, Turkey",,Sariyer,TR,Istanbul,41.12452,29.03693,52316085,Mustafa,"Istanbul, İstanbul, Turkey",-,no,no,0.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Cozy Nest, heart of the Plateau",Apartment,Private room,1.0,1,Real Bed,1.0,2,120,strict_14_with_grace_period,34.0,0.0,25.0,10,1,"Montreal, QC, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,CA,Montreal,45.52028,-73.58774,39300,Lilou,"Montreal, Quebec, Canada",Mile End,yes,yes,100.0,0,0,0,0,10,9,10,10,10,10,98,31634
Uygun nezih daire,Apartment,Entire home/apt,1.0,2,Real Bed,1.0,1,1125,flexible,264.0,527.0,26.0,53,1,"Zeytinburnu, İstanbul, Turkey",,Zeytinburnu,TR,Istanbul,40.99667,28.89964,37417314,Yaşar,"Istanbul, Turkey",-,no,no,100.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Ipanema: moderno apê 2BR + garagem,Apartment,Entire home/apt,2.0,2,Real Bed,2.0,4,1125,strict_14_with_grace_period,298.0,600.0,180.0,50,2,"Rio de Janeiro, Rio de Janeiro, Brazil",,Ipanema,BR,Rio De Janeiro,-22.980051683700506,-43.1998455458952,2537111,Barbara,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Santa Teresa,yes,yes,92.0,24,54,84,174,9,10,10,10,10,9,92,9912
"Friendly Apartment, 10m from Manly",Apartment,Private room,1.0,1,Real Bed,1.0,1,1125,flexible,36.0,0.0,0.0,20,2,"Fairlight, NSW, Australia",Fairlight,Manly,AU,Sydney,-33.79629,151.26969,52453573,Isaac,"Sydney, New South Wales, Australia",-,yes,no,0.0,0,0,0,0,10,10,9,9,10,9,95,1521
Great studio opp. Narrabeen Lake,Apartment,Entire home/apt,0.0,1,Real Bed,1.0,1,1125,moderate,117.0,0.0,0.0,20,1,"Narrabeen, NSW, Australia",,Warringah,AU,Sydney,-33.71472,151.29792,634664,Tracy,"New South Wales, Australia",-,no,yes,100.0,0,0,25,26,10,10,10,10,10,10,97,22815
Cozy Queen Guest Room&My,Apartment,Private room,1.0,1,Real Bed,1.0,1,500,strict_14_with_grace_period,330.0,0.0,0.0,0,1,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,HK,Hong Kong,22.31655,114.17034,52473150,Danny,Hong Kong,Mong Kok,yes,no,97.0,20,50,80,135,8,7,9,8,10,8,73,2184
Cozy aptartment in Recreio (near Olympic Venues),Apartment,Entire home/apt,3.0,3,Real Bed,3.0,2,30,flexible,746.0,0.0,373.0,187,4,"Rio de Janeiro, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Recreio dos Bandeirantes,BR,Rio De Janeiro,-23.008710784460312,-43.45296045334386,31553171,José Augusto,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Recreio dos Bandeirantes,yes,no,0.0,0,0,0,0,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Kailua-Kona, Kona Coast II 2b condo",Apartment,Entire home/apt,2.0,3,Real Bed,2.0,7,7,strict_14_with_grace_period,135.0,200.0,0.0,0,1,"Kailua-Kona, HI, United States",Kailua/Kona,North Kona,US,The Big Island,19.5702,-155.96445,3393610,Daniel,"Las Vegas, Nevada, United States",Kailua/Kona,no,no,0.0,0,13,43,196,10,8,10,10,10,10,100,219
"LAHAINA, MAUI! RESORT/CONDO BEACHFRONT!! SLEEPS 4!",Condominium,Entire home/apt,1.0,2,Real Bed,1.0,1,1125,strict_14_with_grace_period,499.0,0.0,99.0,0,1,"Lahaina, HI, United States",Maui,Lahaina,US,Maui,20.96996,-156.68012,12057949,Holly,"Las Vegas, Nevada, United States",Central Business District,yes,no,91.0,30,60,90,365,10,10,10,8,10,10,100,183
Quarto inteiro na Tijuca,Apartment,Private room,1.0,1,Real Bed,2.0,1,15,flexible,149.0,0.0,30.0,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Tijuca,Tijuca,BR,Rio De Janeiro,-22.936203246553816,-43.247421907135774,12673423,Gilberto,"Rio, Rio de Janeiro, Brazil",Tijuca,no,no,0.0,28,58,88,178,8,10,10,10,10,10,100,311
Twin Bed room+MTR Mongkok shopping&My,Apartment,Private room,1.0,2,Real Bed,1.0,1,500,strict_14_with_grace_period,400.0,0.0,0.0,0,1,"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,HK,Hong Kong,22.31723,114.17073,52473150,Danny,Hong Kong,Mong Kok,yes,no,97.0,30,60,90,145,8,9,9,9,10,9,83,5632
Cozy double bed room 東涌鄉村雅緻雙人房,Guesthouse,Private room,1.0,1,Real Bed,1.0,1,1125,moderate,487.0,0.0,0.0,0,1,"Hong Kong, New Territories, Hong Kong",,Islands,HK,Hong Kong,22.27671,113.92823,52491634,Ricky,Hong Kong,-,no,yes,100.0,18,41,67,339,10,10,10,10,9,9,96,62559
Your spot in Copacabana,Apartment,Entire home/apt,2.0,5,Real Bed,2.0,2,15,strict_14_with_grace_period,798.0,500.0,150.0,20,4,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,BR,Rio De Janeiro,-22.96270793328072,-43.17714541632985,52772199,Ana Lúcia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",-,no,no,100.0,11,41,71,247,10,9,10,10,10,10,100,2411
Makaha Valley Paradise with OceanView,Condominium,Entire home/apt,1.0,2,Pull-out Sofa,1.0,3,180,moderate,95.0,0.0,130.0,0,1,"Waianae, HI, United States",Leeward Side,Waianae,US,Oahu,21.4818,-158.20291,42868615,Ray And Lise,"Chilliwack, British Columbia, Canada",Waianae Coast,no,yes,100.0,0,3,16,246,10,10,10,10,9,9,98,17314
IPANEMA LUXURY PENTHOUSE with MAID,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,1,1125,strict_14_with_grace_period,858.0,1865.0,112.0,112,3,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,BR,Rio De Janeiro,-22.98034625363379,-43.20056249420509,4428126,Cesar,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,yes,yes,93.0,18,40,70,345,10,10,10,10,10,10,99,14269
FloresRooms 3T,Apartment,Entire home/apt,0.0,1,Real Bed,1.0,2,1124,moderate,31.0,200.0,10.0,0,1,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.14404,-8.61205,51724179,Andreia,"Porto, Porto District, Portugal",-,yes,yes,100.0,13,43,62,278,10,10,10,10,10,10,96,88570
~Ao Lele~ Flying Cloud,Treehouse,Entire home/apt,1.0,1,Real Bed,1.5,2,30,strict_14_with_grace_period,185.0,300.0,80.0,0,2,"Volcano, HI, United States",Island of Hawaiʻi,Puna,US,The Big Island,19.42151,-155.21763,52785887,Mike,"Volcano, Hawaii, United States",-,yes,yes,100.0,20,45,75,165,10,10,10,10,10,10,99,72695
"Amazing and Big Apt, Ipanema Beach.",Apartment,Entire home/apt,3.0,4,Real Bed,3.0,1,1125,flexible,1999.0,0.0,0.0,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,BR,Rio De Janeiro,-22.983108745795256,-43.20465630892734,52966539,Pedro,"Rio de Janeiro, State of Rio de Janeiro, Brazil",-,no,no,0.0,0,0,0,0,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Small Room w Bathroom Flamengo Rio de Janeiro,Apartment,Private room,1.0,1,Real Bed,1.0,4,1125,moderate,71.0,0.0,20.0,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Flamengo,Flamengo,BR,Rio De Janeiro,-22.93848268819496,-43.17645081249057,52988408,Fernanda,BR,-,no,no,0.0,0,0,0,0,8,8,8,8,8,8,80,386
UWS Brownstone Near Central Park,Apartment,Entire home/apt,1.0,3,Real Bed,1.0,21,30,moderate,212.0,275.0,120.0,0,1,"New York, NY, United States",Upper West Side,Upper West Side,US,New York,40.78558,-73.9696,178043,Chas,"San Francisco, California, United States",The Castro,yes,no,95.0,0,3,5,5,9,9,10,10,10,9,93,24107
Alugo Apart frente mar Barra Tijuca,Apartment,Entire home/apt,1.0,2,Real Bed,1.0,10,90,flexible,933.0,0.0,0.0,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,BR,Rio De Janeiro,-23.011117008024065,-43.36831676949888,53027036,Paulo Cesar,BR,Barra da Tijuca,no,no,0.0,28,58,88,363,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Cozy Art Top Floor Apt in PRIME Williamsburg!,Apartment,Entire home/apt,1.0,2,Real Bed,1.0,2,300,strict_14_with_grace_period,175.0,300.0,90.0,300,2,"Brooklyn, NY, United States",Williamsburg,Williamsburg,US,New York,40.71577,-73.96053,465278,Ade,"Brooklyn, NY",Williamsburg,no,yes,100.0,28,58,88,363,10,10,10,10,10,9,96,59149
Private OceanFront - Bathtub Beach. Spacious House,House,Entire home/apt,4.0,10,Real Bed,4.0,3,1125,strict_14_with_grace_period,795.0,1000.0,345.0,0,1,"Laie, HI, United States",Ko'olauloa,Koolauloa,US,Oahu,21.63549,-157.91952,53086419,Noah,"Laie, Hawaii, United States",Ko'olauloa,no,no,50.0,10,17,26,229,10,9,10,10,10,10,94,18245
Suíte em local tranquilo e seguro,House,Private room,1.0,1,Real Bed,1.0,1,1125,moderate,101.0,400.0,100.0,50,1,"Rio de Janeiro, Rio de Janeiro, Brazil",,Anil,BR,Rio De Janeiro,-22.948365490450556,-43.33496705036137,53127432,Renato,Brazil,-,no,no,100.0,22,52,82,357,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
A large sunny bedroom,Apartment,Private room,1.0,1,Real Bed,1.0,3,1125,moderate,35.0,0.0,0.0,0,1,"Bronx, NY, United States",Tremont,Fordham,US,New York,40.85598,-73.90052,53169195,Ehssan,"New York, New York, United States",Tremont,yes,no,0.0,0,0,0,0,10,10,9,9,6,9,90,926
Best location 1BR Apt in HK - Shops & Sights,Apartment,Entire home/apt,1.0,2,Real Bed,1.0,1,60,strict_14_with_grace_period,997.0,1000.0,380.0,160,2,"Hong Kong, Kowloon, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,HK,Hong Kong,22.29663,114.17088,2657469,Simon,Hong Kong,Tsim Sha Tsui,yes,no,98.0,20,50,80,170,10,10,10,10,10,9,94,53548
Room For Erasmus,Apartment,Private room,2.0,2,Real Bed,1.0,1,1125,flexible,37.0,0.0,0.0,0,1,"Şişli, İstanbul, Turkey",Kadıköy,Kadikoy,TR,Istanbul,40.98837,29.06064,53288729,Kemal,TR,-,no,no,100.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,253
BBC OPORTO 4X2,Apartment,Entire home/apt,4.0,8,Real Bed,2.0,3,1125,flexible,100.0,0.0,0.0,0,1,"Porto, Porto District, Portugal",,Bonfim,PT,Porto,41.16246,-8.60069,3104922,Cristina,Madrid,Mercês,no,no,100.0,0,10,15,264,9,9,10,10,9,9,88,31142
Apartamento Mobiliado - Lgo do Machado,Apartment,Entire home/apt,1.0,2,Real Bed,1.0,30,365,strict_14_with_grace_period,149.0,1000.0,60.0,40,2,"Rio de Janeiro, Rio de Janeiro, Brazil",Catete,Catete,BR,Rio De Janeiro,-22.931715899178695,-43.178886292069244,15152328,Marcelo,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Catete,yes,yes,100.0,0,11,41,316,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
luxury apartment in istanbul taxsim,Apartment,Entire home/apt,1.0,3,Real Bed,1.0,2,1125,strict_14_with_grace_period,269.0,0.0,60.0,42,3,"Istanbul, Istanbul Province, Turkey",Cihangir,Beyoglu,TR,Istanbul,41.03326,28.98538,5386341,Osman,"Istanbul, Turkey",Cihangir,yes,no,100.0,17,36,55,317,9,9,10,10,10,9,91,63082
Pousada das Colonias,Bed and breakfast,Private room,1.0,1,Real Bed,1.0,1,1125,strict_14_with_grace_period,138.0,0.0,0.0,70,2,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,BR,Rio De Janeiro,-23.004633399469007,-43.3089745798612,48463017,Lidia Maria,"Rio de Janeiro, State of Rio de Janeiro, Brazil",-,yes,no,90.0,28,58,88,347,10,10,10,10,10,10,98,2384
Quarto Taquara - Jacarepaguá,Apartment,Private room,1.0,1,Real Bed,1.0,2,1125,strict_14_with_grace_period,101.0,128.0,120.0,20,1,"Rio de Janeiro, Rio de Janeiro, Brazil",,Tanque,BR,Rio De Janeiro,-22.91636184358952,-43.37035220190699,3026612,Luana,"Rio de Janeiro, Rio de Janeiro, Brazil",-,no,no,0.0,30,60,90,365,10,10,10,10,10,10,100,772
Banyan Bungalow,Bungalow,Entire home/apt,0.0,1,Real Bed,1.0,2,300,flexible,100.0,250.0,80.0,20,1,"Waialua, HI, United States",Oʻahu,North Shore Oahu,US,Oahu,21.57561,-158.1602,53507053,Bobby,"Waialua, Hawaii, United States",-,yes,no,100.0,12,27,53,321,10,9,10,10,10,9,96,57501
Beautiful flat with services,Apartment,Entire home/apt,2.0,2,Real Bed,2.0,3,1125,strict_14_with_grace_period,351.0,500.0,120.0,500,4,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,BR,Rio De Janeiro,-22.982557305257775,-43.20577175003696,36696735,Liliane,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Barra da Tijuca,yes,yes,100.0,3,18,41,316,10,9,9,10,10,9,95,16740
(1) Beach Guest House - Go Make A Trip,Bed and breakfast,Private room,1.0,1,Real Bed,1.0,1,1125,flexible,112.0,0.0,0.0,0,2,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,BR,Rio De Janeiro,-23.008991691724663,-43.353970672578306,4765935,Rafael,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Barra da Tijuca,yes,no,100.0,24,45,60,309,10,10,10,10,10,10,98,4524
"Studio convenient to CBD, beaches, street parking.",Guest suite,Entire home/apt,1.0,4,Real Bed,1.0,2,3,moderate,45.0,136.0,50.0,25,2,"Balgowlah, NSW, Australia",Balgowlah,Manly,AU,Sydney,-33.7975,151.26108,4548918,Leslie,"Sydney, New South Wales, Australia",Balgowlah,yes,no,0.0,0,0,0,0,10,9,10,10,10,10,96,38081
Bondi Beach Dreaming 3-Bed House,House,Entire home/apt,3.0,6,Real Bed,2.0,2,1125,strict_14_with_grace_period,399.0,1000.0,185.0,35,6,"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,AU,Sydney,-33.8872,151.27448,2509326,Cat,AU,North Bondi,yes,no,100.0,0,0,0,0,10,10,10,10,10,9,96,57334
March 2019 availability! Oceanview on Sugar Beach!,Condominium,Entire home/apt,1.0,3,Real Bed,1.0,4,1125,strict_14_with_grace_period,229.0,0.0,95.0,0,1,"Kihei, HI, United States",Maui,Kihei-Makena,US,Maui,20.78621,-156.46881,5738969,Gage,US,Maui,no,no,100.0,5,26,35,228,10,9,10,10,10,9,94,10169
Sala e quarto em copacabana com cozinha americana,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,4,1125,flexible,298.0,0.0,0.0,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,BR,Rio De Janeiro,-22.963149303022142,-43.177948896979196,53729453,Tamara,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Copacabana,no,no,0.0,0,0,0,0,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Where Castles and Art meet the Sea,Apartment,Entire home/apt,1.0,2,Real Bed,1.0,5,1125,moderate,80.0,500.0,30.0,0,1,"Matosinhos, Porto, Portugal",,Matosinhos e Leça da Palmeira,PT,Porto,41.17544,-8.68887,53059934,Jose,"Porto, Porto District, Portugal",-,yes,no,100.0,0,0,0,27,10,10,10,10,10,10,95,6644
